ID,ANO,seaice,tsm,Chla,MAT,LENGTH,LENGTH_P75,CATCH,SPR,SE SPR,biot,cvto
GS,1997,602.8,272.37249636650085,NA,NA,NA,NA,NA,NA,NA,4845743,23.3
GS,1998,604.8210526315789,272.4182734489441,NA,NA,NA,NA,NA,NA,NA,4031289,20.96
GS,1999,600.0631578947368,272.41535472869873,NA,NA,NA,NA,NA,NA,NA,850310,38.13
GS,2000,597.3263157894737,272.5096664428711,2.0731219897667565,NA,NA,NA,NA,NA,NA,3674432,27.9
GS,2001,599.5578947368421,272.43438243865967,1.0782252122958502,NA,NA,NA,NA,NA,NA,85372,63.19
GS,2002,602.9263157894737,272.3451886177063,1.2861323279639085,NA,NA,NA,NA,NA,NA,53934,79.4
GS,2003,601.8736842105263,272.4628119468689,1.1236308793226877,NA,NA,NA,NA,NA,NA,2687049,32.09
GS,2004,597.1578947368421,272.40984320640564,1.0597296091417472,NA,NA,NA,NA,NA,NA,751218,30.67
GS,2005,610.5894736842105,272.34198546409607,1.2551322296261787,NA,NA,NA,NA,NA,NA,1138384,104.28
GS,2006,600.4,272.62356662750244,1.13686917796731,2,4.2023809523809526,4.5,420000,0.152,0.09,1190392,55.2
GS,2007,599.8105263157895,272.5473463535309,1.256137632826964,2,3.350515463917526,3.6,388000,0.069,0.014,5266231,16.7
GS,2008,593.2,272.6952545642853,1.1374053987363975,NA,NA,NA,NA,NA,NA,2708237,41.9
GS,2009,593.6631578947369,272.7452116012573,1.1215798298517863,NA,NA,NA,NA,NA,NA,1965803,11.3
GS,2010,594,272.5373783111572,1.0384676205615202,1.9739192568774562,4.597571989996427,5,24845280,0.242,0.014,452013,14.1
GS,2011,595.8105263157895,272.5278739929199,1.0299748408297698,NA,NA,NA,NA,NA,NA,1906938,18.2
GS,2012,595.978947368421,272.66756439208984,1.2492964660127959,1.6326413907474124,3.737149310916681,4.2,172850223,0.148,0.003,NA,NA
GS,2013,597.8315789473684,272.5131268501282,1.1386823616921902,1.9013193565877462,3.7656819085487077,4.1,226478953.88419998,0.123,0.002,NA,NA
GS,2014,596.7368421052631,272.2669150829315,1.0457987576723098,2.02275,4.246375,4.5,55300713.681,0.172,0.006,418271,34.87
GS,2015,595.3473684210526,272.3796215057373,1.127758984764417,2.016691957511381,4.242199813989917,4.6,311018738.775402,0.177,0.003,399952,42.84
GS,2016,598.4631578947368,272.3821437358856,1.310806079208851,1.9972255938963066,4.196367897809375,4.8,320960889.95019656,0.293,0.007,896428,26.16
GS,2017,594.5894736842105,273.0047724246979,1.1562781656781833,1.96119301813252,4.225178130825284,4.7,186980097.94285026,0.214,0.016,NA,NA
GS,2018,595.4315789473684,272.73500299453735,1.214654531578223,1.9797250058261477,4.071182975996272,4.332,302840386.77242863,0.162,0.004,1794021,19.05
GS,2019,609.9052631578948,272.7346634864807,1.0881525970995427,1.9524074074074074,3.8726539814814815,4.3,215679847.93042064,0.141,0.005,1051743,35.59
GS,2020,611.5578947368421,272.8699223995209,1.0189811825752257,1.8326669332267094,3.549480207916833,4,80440236.66968742,0.087,0.004,8838799,25.62
GS,2021,603.6631578947369,272.82007789611816,NA,NA,NA,NA,NA,NA,NA,NA,NA
GS,2022,610.6,272.99010038375854,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1979,132.8372093023256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1980,145.02325581395348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1981,158.51162790697674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1982,125.95348837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1983,163.34883720930233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1984,129.67441860465115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1985,124.37209302325581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1986,135.06976744186048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1987,154.88372093023256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1989,254.13953488372093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1990,120.83720930232558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1991,147.25581395348837,272.0090846470424,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1992,125.76744186046511,271.96019156319755,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1993,118.23255813953489,272.2240892682757,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1994,120,272.0819562639509,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1995,119.44186046511628,272.0955592564174,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1996,125.11627906976744,272.1422694614955,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1997,119.06976744186046,272.0664328438895,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1998,179.4418604651163,272.0211155482701,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,1999,118.69767441860465,272.3133187430246,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2000,118.6046511627907,272.24066859654016,1.6987764497301472,NA,NA,NA,NA,NA,NA,6616944,16.32
JOIN,2001,270.04651162790697,271.88516584123886,1.1399937423307505,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2002,118.97674418604652,272.1952471051897,1.3333869300671477,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2003,142.04651162790697,272.0402893066406,1.4448394793183057,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2004,321.1162790697674,272.05113830566404,1.3817100693930442,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2005,119.53488372093024,272.11791338239397,1.4762985448339092,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2006,123.90697674418605,272.1975825718471,1.4437573730055966,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2007,123.72093023255815,271.97623378208704,1.1569387499076218,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2008,121.02325581395348,271.9857535226004,1.4419382027725676,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2009,117.86046511627907,272.0340567452567,1.1818859025613586,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2010,195.62790697674419,271.86118992396763,1.2104693019568031,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2011,118.23255813953489,272.0509312220982,1.207685994123345,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2012,117.76744186046511,271.8769526890346,0.8683572066808815,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2013,625.6744186046511,271.72939540318083,1.0888159822172194,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2014,378.3255813953488,271.6851322719029,1.093986172284653,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2015,358.8837209302326,271.7837589808873,1.3714531419882134,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2016,129.95348837209303,271.8985953194754,1.3605399185152196,1.96,4.773,5.1,1000000,0.331,0.19,NA,NA
JOIN,2017,158.32558139534885,271.95232936314176,1.161609019361325,1.5585284280936456,4.174581939799331,4.6,3384000,0.249,0.022,NA,NA
JOIN,2018,131.4418604651163,272.10543736049107,1.1457143363667959,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2019,118.55813953488372,271.99459054129466,0.9203327934243786,2.1,4.8625,5.1,20,NA,NA,3294904,23.92
JOIN,2020,202.88372093023256,272.05533796037946,0.9078442289758084,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2021,121.67441860465117,272.2441227504185,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOIN,2022,119.09302325581395,272.2161311558315,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1979,36.69047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1980,34.69047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1981,33.833333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1982,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1983,32.88095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1984,31.404761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1985,35.26190476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1986,38.166666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1987,36.404761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1989,33.642857142857146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1990,33.595238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1991,33.976190476190474,272.80750927734374,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1992,35.214285714285715,272.76536303710935,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1993,36.45238095238095,273.1112849121094,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1994,36.88095238095238,273.0256259765625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1995,33.214285714285715,272.9792370605469,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1996,36.54761904761905,273.2229968261719,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1997,33.54761904761905,273.1326416015625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1998,34.54761904761905,273.16882006835937,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,1999,34.5,273.1592702636719,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,2000,35.88095238095238,273.32778735351565,0.731886676122104,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,2001,34.642857142857146,273.08697583007813,0.7198153073268552,1.9891666666666667,4.377583333333333,4.7,33800000,0.196,0.011,NA,NA
SSWI,2002,33.976190476190474,272.9749990234375,0.6954320806168741,NA,NA,NA,NA,NA,NA,151074,62.24
SSWI,2003,34.30952380952381,273.08850366210936,0.6688431472547592,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,2004,33.166666666666664,273.0679196777344,0.6787603790721586,2.18,4.426,4.7,400000,0.21,0.045,56207,58.67
SSWI,2005,34.26190476190476,273.00539038085935,0.7211945061722109,2.006111111111111,4.622388888888889,4.8,7259208.8,0.253,0.005,214762,64.72
SSWI,2006,34.45238095238095,273.49305029296875,0.6619182885173829,2.026353617632966,4.851988500239578,5.2,41845110,0.349,0.025,NA,NA
SSWI,2007,35.785714285714285,273.03257861328126,0.6521911575428901,1.9994541484716157,4.493668122270742,5,28334280,0.277,0.057,NA,NA
SSWI,2008,32.07142857142857,273.1483564453125,0.6517509337394468,NA,NA,NA,NA,NA,NA,1248085,20.1
SSWI,2009,30.595238095238095,273.119583984375,0.661902172430869,2.2942857142857145,4.465,4.7,21300000,0.232,0.016,555490,40
SSWI,2010,32.54761904761905,272.8631862792969,0.6328736284086781,2.2146118721461185,5.095337691988377,5.485,202933660,0.31,0.008,309719,59.3
SSWI,2011,33.26190476190476,272.9069973144531,0.6349773673761275,2.04800882920997,5.0045144854226065,5.4,76770040,0.426,0.009,1392565,58.7
SSWI,2012,31.928571428571427,273.1881337890625,0.70802578137766925,1.9590339974410529,4.759226809541217,5.2,476740199,0.386,0.006,NA,NA
SSWI,2013,33.357142857142854,272.8092243652344,0.6767928417651884,1.9813292577140733,4.277426618199843,4.603,309020295.28174996,0.176,0.005,NA,NA
SSWI,2014,32.595238095238095,272.5908330078125,0.6817567249940287,1.9795670500821605,4.609707794527399,4.9399999999999995,170954941.9712,0.311,0.004,NA,NA
SSWI,2015,32.595238095238095,272.72862329101565,0.6676900341145454,2.312925170068027,5.007843137254902,5.3,36946603.8,0.386,0.026,NA,NA
SSWI,2016,32.833333333333336,272.7701149902344,0.721122984924624,2.2069097888675624,4.560170019193858,5,25218927.123049524,0.266,0.033,NA,NA
SSWI,2017,32.54761904761905,273.42630346679687,0.6711872991534972,1.9914545454545454,4.559310090909091,4.9,75316509.06792246,0.27,0.01,NA,NA
SSWI,2018,30.547619047619047,273.2844052734375,0.7203701280297772,2.0530586197465586,4.620192633786124,5,120527757.3508,0.294,0.018,NA,NA
SSWI,2019,32.333333333333336,273.1786469726562,0.6671296312443672,2.0063694267515926,4.8563423566878985,5.1,133213770.27504,0.349,0.006,1506746,32.4
SSWI,2020,31.178571428571427,273.42366015625,0.652976940235784,2,4.535666666666667,4.8,9045236.46,0.24,0.012,NA,NA
SSWI,2021,30.785714285714285,273.29808154296876,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSWI,2022,31.321428571428573,273.4513330078125,NA,NA,NA,NA,NA,NA,NA,NA,NA
